Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn,Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency
36.0,1,22.0,4.0,5.0,8.0,2,108.99,5.0,1,1.0,1,0.22727272727272727,0.6666666666666666
37.0,0,17.0,28.0,1.0,23.0,0,476.0,30.0,1,1.0,1,0.058823529411764705,0.9032258064516129
29.0,0,19.0,8.0,4.0,7.0,2,460.55,26.0,3,1.0,1,0.21052631578947367,0.2962962962962963
38.0,1,50.0,2.0,0.0,15.0,2,797.96,2.0,12,0.0,2,0.0,0.6666666666666666
56.0,0,35.0,1.0,2.0,8.0,1,637.0,20.0,1,1.0,1,0.05714285714285714,0.047619047619047616
24.0,0,38.0,6.0,8.0,0.0,2,972.0,29.0,12,1.0,2,0.21052631578947367,0.2
42.0,0,16.0,27.0,4.0,13.0,2,544.55,9.0,12,0.0,1,0.25,2.7
30.0,1,19.0,26.0,1.0,2.0,1,604.07,17.0,12,0.0,1,0.05263157894736842,1.4444444444444444
56.0,0,35.0,27.0,1.0,16.0,0,194.0,1.0,3,1.0,1,0.02857142857142857,13.5
20.0,1,2.0,22.0,7.0,29.0,2,801.33,7.0,3,1.0,0,3.5,2.75
34.0,1,47.0,22.0,6.0,13.0,1,344.83,24.0,12,1.0,2,0.1276595744680851,0.88
36.0,0,30.0,26.0,1.0,13.0,0,869.86,7.0,12,0.0,1,0.03333333333333333,3.25
34.0,0,25.0,16.0,10.0,11.0,2,881.0,20.0,12,1.0,1,0.4,0.7619047619047619
19.0,1,39.0,10.0,5.0,18.0,1,527.0,28.0,3,1.0,2,0.1282051282051282,0.3448275862068966
56.0,0,34.0,30.0,2.0,19.0,0,740.0,9.0,1,1.0,1,0.058823529411764705,3.0
28.0,1,16.0,30.0,1.0,24.0,1,124.0,6.0,12,1.0,1,0.0625,4.285714285714286
62.0,1,41.0,15.0,3.0,30.0,0,807.0,19.0,12,1.0,2,0.07317073170731707,0.75
59.0,1,28.0,4.0,3.0,2.0,0,268.0,9.0,1,1.0,1,0.10714285714285714,0.4
28.0,1,19.0,5.0,1.0,23.0,1,341.0,25.0,1,1.0,1,0.05263157894736842,0.19230769230769232
20.0,1,59.0,21.0,6.0,20.0,1,323.0,3.0,1,1.0,2,0.1016949152542373,5.25
31.0,1,42.0,21.0,0.0,13.0,1,556.03,7.0,12,0.0,2,0.0,2.625
37.0,0,31.0,5.0,7.0,22.0,0,224.18,22.0,12,1.0,1,0.22580645161290322,0.21739130434782608
29.0,1,11.0,22.0,0.0,3.0,2,735.31,8.0,12,0.0,0,0.0,2.4444444444444446
45.0,1,33.0,22.0,4.0,13.0,1,801.0,16.0,1,1.0,1,0.12121212121212122,1.2941176470588236
54.0,0,5.0,18.0,2.0,29.0,2,167.0,1.0,1,1.0,0,0.4,9.0
22.0,0,4.0,3.0,5.0,23.0,1,559.0,12.0,12,1.0,0,1.25,0.23076923076923078
44.0,0,7.0,29.0,5.0,4.0,1,674.0,30.0,3,1.0,0,0.7142857142857143,0.9354838709677419
53.0,1,58.0,16.0,7.0,14.0,0,700.42,13.0,3,1.0,2,0.1206896551724138,1.1428571428571428
58.0,0,32.0,12.0,0.0,7.0,1,137.0,13.0,3,1.0,1,0.0,0.8571428571428571
25.0,1,45.0,24.0,1.0,1.0,2,900.44,28.0,12,0.0,2,0.022222222222222223,0.8275862068965517
19.0,1,54.0,26.0,0.0,8.0,0,951.06,24.0,12,0.0,2,0.0,1.04
58.0,1,1.0,17.0,7.0,11.0,0,750.0,4.0,3,1.0,0,7.0,3.4
48.0,0,35.0,14.0,4.0,0.0,1,847.9,9.0,12,0.0,1,0.11428571428571428,1.4
38.0,1,39.0,22.0,8.0,2.0,0,608.35,29.0,3,1.0,2,0.20512820512820512,0.7333333333333333
28.0,0,57.0,17.0,2.0,1.0,2,814.0,19.0,1,1.0,2,0.03508771929824561,0.85
56.0,1,40.0,12.0,8.0,2.0,2,806.0,21.0,3,1.0,2,0.2,0.5454545454545454
25.0,0,43.0,19.0,7.0,10.0,0,832.0,27.0,12,1.0,2,0.16279069767441862,0.6785714285714286
63.0,1,16.0,18.0,4.0,22.0,2,972.0,7.0,12,1.0,1,0.25,2.25
22.0,0,52.0,24.0,0.0,6.0,2,538.8,15.0,3,0.0,2,0.0,1.5
50.0,1,37.0,28.0,2.0,11.0,2,910.74,12.0,3,0.0,2,0.05405405405405406,2.1538461538461537
52.0,0,32.0,13.0,2.0,1.0,1,730.0,11.0,12,1.0,1,0.0625,1.0833333333333333
30.0,1,24.0,20.0,3.0,22.0,1,890.0,9.0,12,1.0,1,0.125,2.0
40.0,0,15.0,11.0,4.0,10.0,0,784.58,6.0,3,0.0,1,0.26666666666666666,1.5714285714285714
31.0,1,24.0,16.0,10.0,8.0,2,573.0,23.0,12,1.0,1,0.4166666666666667,0.6666666666666666
60.0,1,39.0,16.0,8.0,7.0,1,275.0,23.0,1,1.0,2,0.20512820512820512,0.6666666666666666
29.0,1,34.0,14.0,3.0,9.0,1,433.0,23.0,3,1.0,1,0.08823529411764706,0.5833333333333334
65.0,0,38.0,12.0,9.0,23.0,1,156.0,30.0,1,1.0,2,0.23684210526315788,0.3870967741935484
58.0,0,20.0,5.0,8.0,20.0,0,953.0,20.0,1,1.0,1,0.4,0.23809523809523808
36.0,0,16.0,28.0,9.0,13.0,2,164.0,28.0,3,1.0,1,0.5625,0.9655172413793104
20.0,0,26.0,5.0,5.0,5.0,1,812.0,25.0,1,1.0,1,0.19230769230769232,0.19230769230769232
36.0,0,57.0,30.0,7.0,26.0,1,344.0,8.0,3,1.0,2,0.12280701754385964,3.3333333333333335
20.0,1,33.0,5.0,10.0,20.0,2,398.0,17.0,12,1.0,1,0.30303030303030304,0.2777777777777778
35.0,1,13.0,12.0,5.0,8.0,2,118.0,22.0,3,1.0,1,0.38461538461538464,0.5217391304347826
23.0,1,26.0,30.0,1.0,0.0,0,530.0,26.0,12,0.0,1,0.038461538461538464,1.1111111111111112
55.0,1,40.0,17.0,8.0,17.0,2,453.0,4.0,1,1.0,2,0.2,3.4
30.0,1,32.0,5.0,0.0,15.0,1,540.21,18.0,12,0.0,1,0.0,0.2631578947368421
18.0,0,27.0,12.0,0.0,18.0,0,607.0,14.0,1,1.0,1,0.0,0.8
42.0,1,24.0,18.0,1.0,1.0,2,986.06,26.0,12,0.0,1,0.041666666666666664,0.6666666666666666
36.0,1,46.0,9.0,0.0,7.0,1,532.6,22.0,3,0.0,2,0.0,0.391304347826087
19.0,1,10.0,11.0,3.0,0.0,0,568.34,6.0,1,1.0,0,0.3,1.5714285714285714
57.0,1,34.0,26.0,2.0,4.0,0,572.0,14.0,1,1.0,1,0.058823529411764705,1.7333333333333334
32.0,0,38.0,19.0,8.0,21.0,0,129.0,9.0,12,1.0,2,0.21052631578947367,1.9
42.0,1,19.0,16.0,0.0,26.0,2,569.79,15.0,12,1.0,1,0.0,1.0
65.0,1,36.0,30.0,4.0,22.0,0,160.97,26.0,3,1.0,1,0.1111111111111111,1.1111111111111112
28.0,1,2.0,25.0,1.0,18.0,2,925.75,24.0,12,0.0,0,0.5,1.0
55.0,1,16.0,9.0,9.0,14.0,0,164.0,8.0,12,1.0,1,0.5625,1.0
34.0,0,53.0,24.0,5.0,18.0,2,581.0,25.0,3,1.0,2,0.09433962264150944,0.9230769230769231
23.0,0,53.0,8.0,1.0,3.0,1,695.39,8.0,3,0.0,2,0.018867924528301886,0.8888888888888888
32.0,0,49.0,5.0,8.0,24.0,2,281.0,1.0,3,1.0,2,0.16326530612244897,2.5
29.0,1,2.0,12.0,1.0,16.0,1,914.36,12.0,3,0.0,0,0.5,0.9230769230769231
35.0,1,29.0,23.0,10.0,13.0,2,534.0,27.0,12,1.0,1,0.3448275862068966,0.8214285714285714
36.0,1,3.0,15.0,3.0,14.0,1,562.77,30.0,12,0.0,0,1.0,0.4838709677419355
39.0,1,30.0,9.0,4.0,9.0,1,968.0,7.0,12,1.0,1,0.13333333333333333,1.125
34.0,0,55.0,28.0,1.0,13.0,0,989.51,11.0,3,0.0,2,0.01818181818181818,2.3333333333333335
53.0,0,6.0,7.0,1.0,21.0,0,728.0,17.0,3,1.0,0,0.16666666666666666,0.3888888888888889
23.0,0,33.0,8.0,7.0,11.0,1,800.32,16.0,1,1.0,1,0.21212121212121213,0.47058823529411764
32.0,0,54.0,5.0,0.0,14.0,1,777.3,5.0,3,0.0,2,0.0,0.8333333333333334
56.0,1,36.0,25.0,5.0,28.0,2,399.87,16.0,3,1.0,1,0.1388888888888889,1.4705882352941178
42.0,0,55.0,18.0,7.0,0.0,1,407.0,7.0,3,1.0,2,0.12727272727272726,2.25
48.0,0,49.0,21.0,2.0,28.0,1,187.2,3.0,1,1.0,2,0.04081632653061224,5.25
63.0,0,46.0,13.0,10.0,17.0,2,986.0,15.0,1,1.0,2,0.21739130434782608,0.8125
49.0,1,24.0,20.0,2.0,13.0,1,851.52,5.0,3,0.0,1,0.08333333333333333,3.3333333333333335
50.0,1,39.0,6.0,4.0,7.0,1,663.25,23.0,12,0.0,2,0.10256410256410256,0.25
43.0,0,11.0,21.0,9.0,5.0,0,678.0,27.0,1,1.0,0,0.8181818181818182,0.75
58.0,0,47.0,25.0,9.0,11.0,1,331.0,8.0,12,1.0,2,0.19148936170212766,2.7777777777777777
40.0,1,49.0,23.0,7.0,14.0,1,555.0,18.0,3,1.0,2,0.14285714285714285,1.2105263157894737
33.0,0,58.0,24.0,6.0,30.0,0,925.0,15.0,12,1.0,2,0.10344827586206896,1.5
41.0,0,60.0,17.0,3.0,9.0,1,621.04,4.0,3,0.0,2,0.05,3.4
35.0,0,32.0,4.0,9.0,5.0,2,632.0,4.0,1,1.0,1,0.28125,0.8
21.0,0,2.0,1.0,7.0,19.0,2,420.0,20.0,1,1.0,0,3.5,0.047619047619047616
34.0,1,34.0,13.0,1.0,17.0,2,775.87,19.0,12,0.0,1,0.029411764705882353,0.65
27.0,0,19.0,16.0,5.0,10.0,0,391.1,11.0,12,1.0,1,0.2631578947368421,1.3333333333333333
61.0,1,3.0,9.0,7.0,0.0,0,245.0,26.0,3,1.0,0,2.3333333333333335,0.3333333333333333
39.0,1,12.0,30.0,0.0,1.0,1,155.13,19.0,1,1.0,1,0.0,1.5
44.0,0,15.0,2.0,2.0,29.0,1,627.0,8.0,12,1.0,1,0.13333333333333333,0.2222222222222222
38.0,1,11.0,12.0,0.0,9.0,1,531.48,8.0,3,0.0,0,0.0,1.3333333333333333
38.0,1,14.0,10.0,2.0,9.0,1,706.88,8.0,12,0.0,1,0.14285714285714285,1.1111111111111112
47.0,1,20.0,10.0,10.0,13.0,0,314.0,30.0,1,1.0,1,0.5,0.3225806451612903
24.0,0,29.0,2.0,7.0,11.0,2,702.67,13.0,3,1.0,1,0.2413793103448276,0.14285714285714285
63.0,0,56.0,4.0,1.0,25.0,0,156.0,20.0,1,1.0,2,0.017857142857142856,0.19047619047619047
44.0,1,14.0,25.0,9.0,28.0,0,147.09,11.0,3,1.0,1,0.6428571428571429,2.0833333333333335
49.0,1,13.0,20.0,3.0,30.0,0,610.0,1.0,1,1.0,1,0.23076923076923078,10.0
40.0,0,36.0,21.0,4.0,4.0,0,181.0,11.0,3,1.0,1,0.1111111111111111,1.75
28.0,1,46.0,7.0,9.0,6.0,2,779.0,25.0,1,1.0,2,0.1956521739130435,0.2692307692307692
37.0,0,40.0,28.0,1.0,9.0,0,790.92,14.0,12,0.0,2,0.025,1.8666666666666667
22.0,1,59.0,29.0,2.0,10.0,2,873.37,6.0,3,0.0,2,0.03389830508474576,4.142857142857143
43.0,1,38.0,9.0,4.0,6.0,1,980.75,24.0,3,0.0,2,0.10526315789473684,0.36
40.0,1,2.0,30.0,1.0,1.0,2,756.21,16.0,12,0.0,0,0.5,1.7647058823529411
30.0,1,53.0,20.0,7.0,0.0,2,271.0,12.0,3,1.0,2,0.1320754716981132,1.5384615384615385
57.0,0,51.0,14.0,0.0,27.0,0,652.0,2.0,1,1.0,2,0.0,4.666666666666667
58.0,1,50.0,30.0,3.0,21.0,1,620.0,20.0,1,1.0,2,0.06,1.4285714285714286
46.0,1,51.0,27.0,1.0,4.0,1,849.0,24.0,1,1.0,2,0.0196078431372549,1.08
53.0,0,15.0,29.0,0.0,18.0,2,159.0,17.0,12,1.0,1,0.0,1.6111111111111112
51.0,0,58.0,22.0,2.0,28.0,1,820.0,2.0,12,1.0,2,0.034482758620689655,7.333333333333333
29.0,1,41.0,26.0,4.0,16.0,1,239.0,25.0,12,1.0,2,0.0975609756097561,1.0
48.0,1,1.0,1.0,0.0,0.0,1,702.73,11.0,12,0.0,0,0.0,0.08333333333333333
62.0,0,55.0,13.0,10.0,27.0,1,384.0,29.0,1,1.0,2,0.18181818181818182,0.43333333333333335
31.0,1,54.0,28.0,10.0,20.0,1,718.72,23.0,3,1.0,2,0.18518518518518517,1.1666666666666667
20.0,0,39.0,3.0,2.0,10.0,1,862.32,7.0,12,0.0,2,0.05128205128205128,0.375
35.0,0,11.0,30.0,6.0,26.0,2,547.0,19.0,1,1.0,0,0.5454545454545454,1.5
34.0,1,55.0,28.0,3.0,20.0,1,139.0,15.0,1,1.0,2,0.05454545454545454,1.75
33.0,0,52.0,18.0,7.0,23.0,0,183.46,10.0,12,1.0,2,0.1346153846153846,1.6363636363636365
50.0,0,28.0,23.0,9.0,8.0,2,425.0,22.0,3,1.0,1,0.32142857142857145,1.0
22.0,1,49.0,19.0,1.0,10.0,1,124.0,14.0,3,1.0,2,0.02040816326530612,1.2666666666666666
25.0,1,22.0,27.0,9.0,12.0,1,639.61,9.0,12,1.0,1,0.4090909090909091,2.7
43.0,1,40.0,3.0,4.0,1.0,1,579.48,28.0,3,0.0,2,0.1,0.10344827586206896
47.0,0,40.0,28.0,4.0,2.0,1,921.78,13.0,3,0.0,2,0.1,2.0
19.0,0,30.0,24.0,1.0,20.0,2,139.0,23.0,1,1.0,1,0.03333333333333333,1.0
44.0,1,51.0,27.0,2.0,18.0,0,305.0,24.0,1,1.0,2,0.0392156862745098,1.08
24.0,1,52.0,29.0,1.0,22.0,2,785.0,10.0,3,1.0,2,0.019230769230769232,2.6363636363636362
47.0,0,37.0,9.0,3.0,0.0,0,756.72,12.0,3,0.0,2,0.08108108108108109,0.6923076923076923
52.0,0,53.0,8.0,1.0,4.0,1,748.0,28.0,12,1.0,2,0.018867924528301886,0.27586206896551724
24.0,0,47.0,9.0,4.0,15.0,2,326.89,24.0,12,1.0,2,0.0851063829787234,0.36
49.0,1,28.0,7.0,10.0,11.0,0,255.09,23.0,12,1.0,1,0.35714285714285715,0.2916666666666667
32.0,0,24.0,27.0,8.0,15.0,2,949.0,19.0,12,1.0,1,0.3333333333333333,1.35
63.0,0,53.0,20.0,7.0,11.0,2,755.92,28.0,12,1.0,2,0.1320754716981132,0.6896551724137931
38.0,0,35.0,9.0,5.0,9.0,0,587.52,24.0,1,1.0,1,0.14285714285714285,0.36
27.0,1,42.0,1.0,4.0,26.0,0,481.0,8.0,12,1.0,2,0.09523809523809523,0.1111111111111111
43.0,0,31.0,12.0,8.0,12.0,0,661.0,25.0,12,1.0,1,0.25806451612903225,0.46153846153846156
32.0,0,37.0,4.0,2.0,28.0,1,384.86,25.0,3,1.0,2,0.05405405405405406,0.15384615384615385
49.0,0,50.0,19.0,8.0,5.0,0,354.0,21.0,12,1.0,2,0.16,0.8636363636363636
49.0,1,50.0,7.0,0.0,3.0,2,203.0,19.0,1,1.0,2,0.0,0.35
22.0,0,28.0,20.0,8.0,17.0,1,841.0,21.0,12,1.0,1,0.2857142857142857,0.9090909090909091
50.0,0,39.0,26.0,4.0,9.0,2,944.47,4.0,12,0.0,2,0.10256410256410256,5.2
25.0,0,21.0,11.0,6.0,23.0,0,983.0,27.0,12,1.0,1,0.2857142857142857,0.39285714285714285
23.0,1,41.0,27.0,1.0,0.0,0,536.52,2.0,3,0.0,2,0.024390243902439025,9.0
47.0,0,37.0,8.0,1.0,18.0,0,963.11,6.0,3,0.0,2,0.02702702702702703,1.1428571428571428
39.0,1,22.0,25.0,8.0,23.0,0,318.0,4.0,12,1.0,1,0.36363636363636365,5.0
27.0,1,56.0,3.0,2.0,5.0,2,777.31,9.0,3,0.0,2,0.03571428571428571,0.3
38.0,0,50.0,15.0,6.0,3.0,0,677.0,17.0,3,1.0,2,0.12,0.8333333333333334
49.0,1,41.0,10.0,3.0,28.0,2,612.31,28.0,1,1.0,2,0.07317073170731707,0.3448275862068966
34.0,1,39.0,15.0,10.0,11.0,2,562.0,4.0,3,1.0,2,0.2564102564102564,3.0
62.0,1,24.0,9.0,6.0,21.0,0,313.0,16.0,3,1.0,1,0.25,0.5294117647058824
48.0,1,21.0,29.0,0.0,2.0,1,638.49,30.0,3,0.0,1,0.0,0.9354838709677419
55.0,0,26.0,20.0,4.0,6.0,0,133.0,10.0,3,1.0,1,0.15384615384615385,1.8181818181818181
19.0,1,43.0,24.0,0.0,10.0,1,679.67,4.0,3,0.0,2,0.0,4.8
23.0,1,22.0,5.0,10.0,29.0,1,702.0,8.0,3,1.0,1,0.45454545454545453,0.5555555555555556
27.0,1,50.0,22.0,2.0,8.0,0,826.58,24.0,12,0.0,2,0.04,0.88
49.0,1,38.0,7.0,1.0,3.0,0,338.0,2.0,12,1.0,2,0.02631578947368421,2.3333333333333335
43.0,1,49.0,17.0,3.0,20.0,2,529.55,30.0,3,0.0,2,0.061224489795918366,0.5483870967741935
20.0,0,58.0,14.0,3.0,20.0,1,365.0,25.0,12,1.0,2,0.05172413793103448,0.5384615384615384
30.0,0,32.0,21.0,3.0,3.0,2,805.34,4.0,3,0.0,1,0.09375,4.2
47.0,0,45.0,16.0,0.0,13.0,1,642.97,14.0,3,0.0,2,0.0,1.0666666666666667
60.0,0,11.0,4.0,1.0,29.0,0,154.0,26.0,3,1.0,0,0.09090909090909091,0.14814814814814814
23.0,1,43.0,7.0,1.0,0.0,2,682.46,28.0,3,0.0,2,0.023255813953488372,0.2413793103448276
46.0,1,9.0,17.0,10.0,25.0,0,268.0,21.0,1,1.0,0,1.1111111111111112,0.7727272727272727
42.0,0,11.0,29.0,3.0,2.0,1,105.0,13.0,12,1.0,0,0.2727272727272727,2.0714285714285716
29.0,0,28.0,21.0,2.0,16.0,1,633.0,23.0,3,1.0,1,0.07142857142857142,0.875
63.0,1,54.0,6.0,4.0,4.0,2,936.0,25.0,12,1.0,2,0.07407407407407407,0.23076923076923078
45.0,1,6.0,10.0,10.0,24.0,1,542.0,23.0,3,1.0,0,1.6666666666666667,0.4166666666666667
52.0,1,27.0,23.0,2.0,10.0,2,234.0,12.0,3,1.0,1,0.07407407407407407,1.7692307692307692
57.0,1,15.0,24.0,4.0,16.0,0,885.0,1.0,1,1.0,1,0.26666666666666666,12.0
44.0,1,25.0,30.0,3.0,12.0,0,576.81,23.0,3,0.0,1,0.12,1.25
25.0,1,32.0,16.0,1.0,14.0,1,759.3,10.0,12,0.0,1,0.03125,1.4545454545454546
42.0,0,10.0,29.0,4.0,9.0,1,619.0,16.0,3,1.0,0,0.4,1.7058823529411764
64.0,0,54.0,19.0,2.0,6.0,0,873.0,14.0,1,1.0,2,0.037037037037037035,1.2666666666666666
64.0,1,29.0,19.0,5.0,20.0,2,722.0,12.0,3,1.0,1,0.1724137931034483,1.4615384615384615
28.0,1,6.0,7.0,8.0,14.0,1,531.0,3.0,3,1.0,0,1.3333333333333333,1.75
46.0,0,16.0,14.0,3.0,29.0,2,341.0,7.0,3,1.0,1,0.1875,1.75
50.0,1,34.0,29.0,4.0,16.0,1,518.07,18.0,3,0.0,1,0.11764705882352941,1.5263157894736843
22.0,0,32.0,3.0,1.0,5.0,2,778.93,4.0,3,0.0,1,0.03125,0.6
39.0,0,52.0,8.0,10.0,26.0,2,511.0,20.0,3,1.0,2,0.19230769230769232,0.38095238095238093
49.0,0,16.0,25.0,1.0,20.0,1,695.0,30.0,1,1.0,1,0.0625,0.8064516129032258
31.0,1,20.0,25.0,3.0,22.0,0,405.0,11.0,3,1.0,1,0.15,2.0833333333333335
64.0,1,49.0,24.0,5.0,24.0,1,211.0,7.0,1,1.0,2,0.10204081632653061,3.0
59.0,0,40.0,18.0,6.0,29.0,1,513.0,14.0,3,1.0,2,0.15,1.2
51.0,1,53.0,19.0,5.0,30.0,0,717.0,9.0,1,1.0,2,0.09433962264150944,1.9
63.0,0,56.0,5.0,5.0,18.0,1,701.0,13.0,3,1.0,2,0.08928571428571429,0.35714285714285715
57.0,0,18.0,21.0,5.0,26.0,0,749.0,12.0,1,1.0,1,0.2777777777777778,1.6153846153846154
56.0,0,42.0,23.0,7.0,16.0,0,868.55,13.0,3,1.0,2,0.16666666666666666,1.6428571428571428
19.0,0,13.0,21.0,0.0,14.0,2,987.04,3.0,12,0.0,1,0.0,5.25
41.0,1,32.0,1.0,10.0,9.0,0,564.0,10.0,1,1.0,1,0.3125,0.09090909090909091
55.0,1,37.0,26.0,8.0,0.0,0,377.62,2.0,12,1.0,2,0.21621621621621623,8.666666666666666
30.0,1,11.0,11.0,0.0,1.0,0,614.71,26.0,3,0.0,0,0.0,0.4074074074074074
23.0,0,10.0,2.0,10.0,5.0,2,562.0,7.0,12,1.0,0,1.0,0.25
39.0,1,32.0,23.0,1.0,7.0,0,535.96,21.0,3,0.0,1,0.03125,1.0454545454545454
18.0,0,16.0,21.0,1.0,14.0,2,715.93,5.0,3,0.0,1,0.0625,3.5
50.0,1,38.0,28.0,6.0,5.0,2,204.0,17.0,12,1.0,2,0.15789473684210525,1.5555555555555556
46.0,0,50.0,22.0,4.0,6.0,0,739.36,4.0,12,0.0,2,0.08,4.4
47.0,1,20.0,21.0,0.0,29.0,2,509.0,12.0,1,1.0,1,0.0,1.6153846153846154
22.0,1,46.0,9.0,2.0,5.0,2,800.37,13.0,3,0.0,2,0.043478260869565216,0.6428571428571429
53.0,1,36.0,26.0,0.0,6.0,0,420.0,22.0,12,1.0,1,0.0,1.1304347826086956
49.0,1,18.0,27.0,2.0,3.0,1,119.0,26.0,12,1.0,1,0.1111111111111111,1.0
44.0,1,31.0,23.0,1.0,6.0,2,524.9,10.0,3,0.0,1,0.03225806451612903,2.090909090909091
39.0,0,47.0,23.0,3.0,2.0,0,962.0,28.0,12,1.0,2,0.06382978723404255,0.7931034482758621
24.0,0,43.0,29.0,1.0,1.0,1,986.99,12.0,12,0.0,2,0.023255813953488372,2.230769230769231
47.0,1,22.0,13.0,1.0,1.0,2,838.28,8.0,12,0.0,1,0.045454545454545456,1.4444444444444444
20.0,0,34.0,13.0,1.0,13.0,2,903.33,1.0,3,0.0,1,0.029411764705882353,6.5
49.0,1,12.0,4.0,7.0,30.0,1,292.0,19.0,12,1.0,1,0.5833333333333334,0.2
23.0,0,14.0,14.0,10.0,17.0,0,718.0,8.0,1,1.0,1,0.7142857142857143,1.5555555555555556
57.0,1,42.0,5.0,0.0,17.0,2,981.47,21.0,1,1.0,2,0.0,0.22727272727272727
47.0,1,24.0,17.0,8.0,1.0,2,392.0,10.0,12,1.0,1,0.3333333333333333,1.5454545454545454
41.0,1,29.0,13.0,8.0,14.0,0,558.16,16.0,12,1.0,1,0.27586206896551724,0.7647058823529411
20.0,0,1.0,14.0,6.0,19.0,2,526.0,4.0,1,1.0,0,6.0,2.8
38.0,1,34.0,2.0,0.0,17.0,0,542.09,2.0,12,0.0,1,0.0,0.6666666666666666
46.0,0,51.0,8.0,5.0,9.0,1,407.0,4.0,1,1.0,2,0.09803921568627451,1.6
45.0,1,59.0,6.0,1.0,2.0,1,818.92,22.0,3,0.0,2,0.01694915254237288,0.2608695652173913
18.0,1,21.0,13.0,6.0,28.0,2,969.0,7.0,12,1.0,1,0.2857142857142857,1.625
39.0,1,52.0,23.0,1.0,4.0,2,964.12,21.0,3,0.0,2,0.019230769230769232,1.0454545454545454
19.0,0,22.0,12.0,0.0,6.0,0,161.0,2.0,3,1.0,1,0.0,4.0
64.0,0,35.0,27.0,1.0,18.0,0,859.0,11.0,1,1.0,1,0.02857142857142857,2.25
50.0,0,37.0,8.0,4.0,5.0,0,560.2,12.0,3,0.0,2,0.10810810810810811,0.6153846153846154
35.0,1,42.0,13.0,0.0,12.0,0,565.51,9.0,3,0.0,2,0.0,1.3
24.0,1,42.0,23.0,2.0,20.0,2,529.32,12.0,12,0.0,2,0.047619047619047616,1.7692307692307692
44.0,0,59.0,7.0,8.0,17.0,1,186.76,25.0,1,1.0,2,0.13559322033898305,0.2692307692307692
57.0,1,9.0,25.0,1.0,12.0,2,272.06,14.0,3,1.0,0,0.1111111111111111,1.6666666666666667
40.0,1,20.0,4.0,4.0,14.0,2,695.0,27.0,1,1.0,1,0.2,0.14285714285714285
33.0,1,55.0,7.0,3.0,11.0,1,985.77,11.0,12,0.0,2,0.05454545454545454,0.5833333333333334
41.0,1,6.0,1.0,3.0,9.0,2,833.3,7.0,3,0.0,0,0.5,0.125
61.0,0,5.0,2.0,4.0,8.0,1,224.23,11.0,1,1.0,0,0.8,0.16666666666666666
38.0,0,14.0,10.0,1.0,9.0,2,652.55,3.0,12,0.0,1,0.07142857142857142,2.5
41.0,0,39.0,12.0,10.0,26.0,0,961.0,23.0,12,1.0,2,0.2564102564102564,0.5
62.0,0,13.0,24.0,8.0,15.0,2,918.0,27.0,3,1.0,1,0.6153846153846154,0.8571428571428571
33.0,1,27.0,15.0,4.0,8.0,0,642.0,10.0,1,1.0,1,0.14814814814814814,1.3636363636363635
46.0,1,10.0,15.0,0.0,10.0,0,989.0,11.0,1,1.0,0,0.0,1.25
62.0,0,20.0,19.0,10.0,27.0,2,541.0,2.0,3,1.0,1,0.5,6.333333333333333
39.0,1,41.0,25.0,1.0,10.0,1,843.85,2.0,3,0.0,2,0.024390243902439025,8.333333333333334
40.0,1,38.0,13.0,1.0,2.0,2,407.0,11.0,1,1.0,2,0.02631578947368421,1.0833333333333333
18.0,0,11.0,3.0,0.0,12.0,1,754.72,12.0,3,0.0,0,0.0,0.23076923076923078
51.0,1,40.0,19.0,9.0,0.0,1,342.0,15.0,3,1.0,2,0.225,1.1875
57.0,1,51.0,15.0,4.0,16.0,2,657.0,1.0,1,1.0,2,0.0784313725490196,7.5
24.0,1,49.0,21.0,1.0,15.0,2,726.23,13.0,3,0.0,2,0.02040816326530612,1.5
60.0,0,44.0,8.0,7.0,2.0,0,283.0,10.0,1,1.0,2,0.1590909090909091,0.7272727272727273
48.0,0,4.0,9.0,9.0,12.0,2,982.33,15.0,12,1.0,0,2.25,0.5625
43.0,0,57.0,2.0,3.0,28.0,1,916.84,6.0,12,1.0,2,0.05263157894736842,0.2857142857142857
56.0,0,32.0,17.0,9.0,23.0,1,898.0,30.0,1,1.0,1,0.28125,0.5483870967741935
55.0,0,53.0,5.0,0.0,0.0,0,349.0,8.0,3,1.0,2,0.0,0.5555555555555556
36.0,0,31.0,21.0,3.0,28.0,1,138.0,21.0,1,1.0,1,0.0967741935483871,0.9545454545454546
26.0,1,27.0,4.0,0.0,12.0,0,715.19,17.0,3,0.0,1,0.0,0.2222222222222222
51.0,0,3.0,8.0,1.0,2.0,1,295.0,26.0,12,1.0,0,0.3333333333333333,0.2962962962962963
31.0,1,17.0,28.0,8.0,29.0,2,200.0,6.0,12,1.0,1,0.47058823529411764,4.0
23.0,0,48.0,30.0,4.0,1.0,1,555.0,4.0,12,1.0,2,0.08333333333333333,6.0
18.0,0,53.0,11.0,3.0,12.0,0,314.0,11.0,3,1.0,2,0.05660377358490566,0.9166666666666666
59.0,1,26.0,21.0,0.0,10.0,1,822.0,17.0,1,1.0,1,0.0,1.1666666666666667
39.0,0,26.0,24.0,7.0,17.0,2,287.0,23.0,3,1.0,1,0.2692307692307692,1.0
