Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Churn
65.0,1,7.0,16.0,6.0,23.0,0,601.0,13.0,1,1.0
25.0,0,50.0,19.0,2.0,12.0,0,608.48,7.0,12,0.0
38.0,0,23.0,20.0,8.0,16.0,2,736.0,25.0,3,1.0
23.0,0,32.0,14.0,7.0,23.0,0,722.0,26.0,3,1.0
35.0,1,27.0,15.0,2.0,9.0,2,992.8,5.0,3,0.0
36.0,0,48.0,19.0,0.0,5.0,0,791.69,11.0,3,0.0
60.0,1,18.0,29.0,0.0,14.0,2,340.0,3.0,1,1.0
24.0,0,20.0,5.0,6.0,13.0,0,554.0,24.0,3,1.0
56.0,1,47.0,9.0,4.0,7.0,0,262.0,12.0,12,1.0
53.0,0,55.0,1.0,5.0,9.0,0,150.0,13.0,3,1.0
43.0,0,41.0,14.0,2.0,15.0,2,197.0,28.0,3,1.0
28.0,0,59.0,27.0,2.0,24.0,1,490.0,17.0,3,1.0
27.0,0,25.0,10.0,8.0,29.0,2,748.0,18.0,1,1.0
25.0,0,33.0,24.0,5.0,26.0,2,935.0,13.0,3,1.0
39.0,0,19.0,16.0,6.0,19.0,2,896.0,7.0,3,1.0
43.0,0,39.0,27.0,9.0,20.0,0,717.0,8.0,3,1.0
25.0,1,20.0,8.0,2.0,1.0,0,861.0,21.0,3,1.0
33.0,1,57.0,20.0,2.0,7.0,0,553.16,4.0,12,0.0
62.0,0,35.0,15.0,9.0,9.0,1,812.0,11.0,3,1.0
56.0,0,12.0,1.0,0.0,20.0,2,391.08,10.0,3,1.0
36.0,1,22.0,21.0,3.0,14.0,1,500.21,1.0,3,0.0
38.0,1,18.0,16.0,8.0,19.0,2,397.0,2.0,1,1.0
21.0,1,37.0,25.0,0.0,3.0,1,925.48,27.0,12,0.0
34.0,0,42.0,28.0,9.0,30.0,0,266.0,17.0,12,1.0
61.0,0,26.0,30.0,6.0,22.0,1,579.0,7.0,1,1.0
64.0,0,10.0,9.0,10.0,4.0,0,554.0,9.0,1,1.0
50.0,0,17.0,23.0,2.0,13.0,1,982.62,5.0,12,0.0
45.0,1,32.0,3.0,2.0,8.0,0,517.58,2.0,3,0.0
54.0,0,4.0,17.0,6.0,4.0,1,678.0,14.0,12,1.0
41.0,0,6.0,25.0,0.0,10.0,2,545.67,4.0,12,0.0
38.0,0,23.0,30.0,3.0,3.0,2,525.25,4.0,3,0.0
45.0,0,45.0,22.0,3.0,26.0,2,392.0,20.0,1,1.0
53.0,0,60.0,4.0,6.0,4.0,0,404.0,7.0,1,1.0
60.0,0,45.0,5.0,2.0,25.0,0,612.0,23.0,3,1.0
48.0,1,6.0,9.0,3.0,12.0,2,758.32,23.0,3,0.0
53.0,1,60.0,27.0,9.0,5.0,0,959.0,18.0,3,1.0
43.0,0,48.0,30.0,1.0,0.0,1,888.02,3.0,3,0.0
59.0,1,28.0,8.0,3.0,13.0,1,416.0,5.0,3,1.0
45.0,1,46.0,5.0,3.0,0.0,2,770.96,6.0,12,0.0
48.0,1,5.0,14.0,4.0,6.0,2,333.0,10.0,1,1.0
35.0,1,18.0,22.0,9.0,20.0,2,707.0,22.0,1,1.0
25.0,1,45.0,13.0,9.0,14.0,1,595.0,22.0,3,1.0
20.0,0,55.0,27.0,9.0,10.0,1,135.13,5.0,1,1.0
23.0,0,13.0,9.0,4.0,19.0,0,610.0,28.0,3,1.0
34.0,1,53.0,21.0,3.0,7.0,1,785.26,4.0,12,0.0
58.0,1,13.0,27.0,5.0,16.0,0,759.0,26.0,12,1.0
47.0,1,7.0,27.0,3.0,25.0,0,476.43,13.0,12,1.0
18.0,1,40.0,18.0,0.0,6.0,0,947.17,30.0,3,0.0
27.0,1,37.0,24.0,7.0,10.0,2,190.33,21.0,1,1.0
37.0,0,39.0,10.0,3.0,10.0,0,857.73,7.0,12,0.0
36.0,0,49.0,23.0,9.0,6.0,1,347.0,27.0,12,1.0
37.0,1,31.0,4.0,6.0,11.0,2,640.36,18.0,3,1.0
48.0,0,32.0,22.0,0.0,26.0,2,658.62,7.0,12,1.0
35.0,0,34.0,8.0,8.0,3.0,0,482.34,28.0,1,1.0
25.0,0,42.0,8.0,0.0,29.0,2,226.0,13.0,12,1.0
37.0,1,13.0,23.0,2.0,20.0,1,501.46,13.0,12,0.0
46.0,1,46.0,6.0,8.0,27.0,2,350.0,6.0,3,1.0
19.0,0,37.0,10.0,0.0,5.0,0,885.0,20.0,1,1.0
21.0,0,40.0,2.0,4.0,19.0,0,670.0,28.0,12,1.0
37.0,1,17.0,10.0,1.0,5.0,1,245.9,13.0,12,1.0
39.0,1,21.0,17.0,3.0,18.0,0,507.55,14.0,12,0.0
50.0,1,57.0,7.0,4.0,8.0,0,989.63,4.0,3,0.0
42.0,1,5.0,27.0,3.0,18.0,2,532.99,1.0,12,0.0
24.0,1,51.0,10.0,1.0,18.0,0,853.09,13.0,12,0.0
65.0,1,5.0,30.0,8.0,24.0,0,157.76,11.0,3,1.0
33.0,1,12.0,6.0,0.0,16.0,1,839.29,20.0,1,1.0
20.0,0,56.0,22.0,2.0,0.0,2,345.0,20.0,1,1.0
31.0,0,32.0,18.0,2.0,12.0,2,934.72,7.0,3,0.0
42.0,1,41.0,16.0,4.0,8.0,0,727.45,24.0,12,0.0
40.0,1,43.0,5.0,9.0,28.0,1,694.0,18.0,3,1.0
35.0,1,51.0,22.0,9.0,15.0,1,794.0,27.0,1,1.0
45.0,0,38.0,4.0,9.0,0.0,1,425.0,25.0,1,1.0
45.0,1,3.0,11.0,0.0,9.0,2,946.37,19.0,12,0.0
44.0,1,11.0,2.0,3.0,1.0,1,674.95,13.0,3,0.0
19.0,0,7.0,21.0,5.0,25.0,1,389.0,24.0,3,1.0
31.0,0,57.0,11.0,7.0,16.0,1,889.31,28.0,1,1.0
21.0,0,35.0,21.0,3.0,1.0,0,600.0,12.0,1,1.0
49.0,0,23.0,21.0,1.0,8.0,0,878.11,8.0,3,0.0
32.0,1,16.0,28.0,2.0,10.0,0,704.63,30.0,3,0.0
46.0,1,54.0,9.0,2.0,6.0,0,601.79,23.0,3,0.0
47.0,1,22.0,15.0,0.0,5.0,0,731.2,6.0,12,0.0
25.0,1,20.0,30.0,10.0,7.0,2,866.0,11.0,3,1.0
46.0,0,2.0,26.0,4.0,0.0,1,562.0,22.0,3,1.0
25.0,1,35.0,26.0,9.0,1.0,2,351.6,5.0,1,1.0
35.0,1,58.0,3.0,1.0,5.0,2,798.28,8.0,12,0.0
28.0,1,10.0,9.0,1.0,7.0,0,976.89,9.0,3,0.0
51.0,1,55.0,26.0,0.0,17.0,1,810.0,26.0,1,1.0
34.0,1,1.0,19.0,4.0,29.0,0,887.0,25.0,3,1.0
35.0,1,41.0,27.0,3.0,16.0,1,639.14,5.0,12,0.0
30.0,1,47.0,7.0,0.0,0.0,1,771.67,13.0,3,0.0
20.0,0,55.0,12.0,1.0,11.0,1,650.89,3.0,12,0.0
31.0,0,48.0,9.0,2.0,15.0,0,533.36,3.0,12,0.0
28.0,1,27.0,11.0,2.0,15.0,0,777.24,9.0,12,0.0
43.0,0,13.0,5.0,8.0,15.0,0,588.0,27.0,3,1.0
25.0,0,38.0,10.0,8.0,6.0,0,844.45,4.0,12,1.0
50.0,0,13.0,29.0,6.0,15.0,0,465.0,16.0,3,1.0
39.0,1,31.0,20.0,2.0,20.0,1,785.0,7.0,1,1.0
23.0,1,35.0,15.0,10.0,27.0,0,116.0,29.0,1,1.0
19.0,1,50.0,15.0,0.0,3.0,1,570.01,22.0,12,0.0
58.0,0,33.0,4.0,6.0,3.0,2,817.0,26.0,3,1.0
42.0,1,43.0,15.0,0.0,17.0,2,969.25,20.0,12,0.0
18.0,0,51.0,13.0,8.0,30.0,0,500.79,18.0,3,1.0
32.0,1,8.0,28.0,0.0,7.0,2,693.0,7.0,3,0.0
23.0,0,43.0,24.0,1.0,3.0,2,716.17,13.0,12,0.0
55.0,1,3.0,10.0,8.0,9.0,0,785.0,7.0,1,1.0
26.0,1,10.0,29.0,0.0,4.0,1,910.19,2.0,3,0.0
32.0,0,1.0,18.0,0.0,28.0,0,930.0,30.0,12,1.0
30.0,1,13.0,18.0,0.0,1.0,2,612.47,1.0,12,0.0
46.0,0,30.0,2.0,0.0,14.0,2,541.41,5.0,3,0.0
44.0,0,22.0,4.0,10.0,20.0,0,421.15,1.0,1,1.0
35.0,1,45.0,28.0,6.0,28.0,2,301.0,24.0,1,1.0
37.0,1,51.0,15.0,8.0,26.0,2,959.0,20.0,1,1.0
40.0,1,13.0,21.0,10.0,1.0,0,593.0,5.0,1,1.0
33.0,0,19.0,18.0,1.0,9.0,1,936.0,18.0,1,1.0
30.0,1,6.0,13.0,2.0,13.0,0,972.76,19.0,12,0.0
61.0,0,1.0,30.0,4.0,28.0,0,543.0,19.0,12,1.0
42.0,0,39.0,10.0,7.0,22.0,1,748.0,28.0,12,1.0
31.0,0,58.0,20.0,2.0,0.0,2,677.62,7.0,12,0.0
40.0,1,15.0,10.0,2.0,5.0,0,917.74,21.0,3,0.0
45.0,1,51.0,8.0,10.0,5.0,2,250.0,9.0,1,1.0
34.0,0,22.0,11.0,0.0,0.0,2,428.0,7.0,3,1.0
56.0,1,15.0,1.0,4.0,28.0,1,617.0,1.0,3,1.0
28.0,0,31.0,24.0,1.0,4.0,0,954.0,2.0,3,0.0
59.0,0,49.0,4.0,2.0,30.0,1,179.0,18.0,1,1.0
27.0,1,50.0,7.0,8.0,11.0,2,554.0,28.0,3,1.0
26.0,1,46.0,23.0,2.0,11.0,0,515.04,4.0,3,0.0
61.0,1,26.0,13.0,5.0,4.0,0,251.0,30.0,12,1.0
50.0,1,2.0,15.0,3.0,5.0,1,332.0,28.0,12,1.0
18.0,1,22.0,27.0,9.0,26.0,1,383.0,27.0,3,1.0
39.0,0,22.0,16.0,1.0,2.0,1,181.0,19.0,1,1.0
33.0,1,50.0,29.0,4.0,3.0,0,883.74,20.0,1,1.0
26.0,0,30.0,20.0,2.0,10.0,2,678.42,12.0,3,0.0
47.0,1,58.0,14.0,2.0,28.0,2,789.0,17.0,12,1.0
41.0,1,41.0,12.0,7.0,20.0,2,920.0,3.0,12,1.0
43.0,0,44.0,1.0,2.0,4.0,2,571.93,7.0,3,0.0
64.0,1,42.0,14.0,5.0,17.0,0,720.16,9.0,1,1.0
29.0,1,46.0,26.0,2.0,20.0,0,567.43,2.0,3,0.0
60.0,0,11.0,18.0,7.0,30.0,1,157.0,18.0,3,1.0
30.0,0,27.0,1.0,9.0,6.0,1,271.0,28.0,12,1.0
20.0,0,30.0,9.0,2.0,20.0,1,584.97,9.0,12,0.0
64.0,1,51.0,14.0,6.0,12.0,1,246.0,19.0,12,1.0
41.0,1,36.0,13.0,0.0,18.0,0,955.3,27.0,12,0.0
64.0,0,28.0,12.0,0.0,9.0,2,452.0,1.0,1,1.0
43.0,1,7.0,18.0,2.0,5.0,1,623.09,2.0,3,0.0
30.0,0,27.0,12.0,1.0,12.0,0,827.0,1.0,1,1.0
44.0,1,57.0,6.0,1.0,27.0,0,688.0,12.0,12,1.0
27.0,0,41.0,14.0,5.0,24.0,0,603.66,27.0,12,1.0
48.0,1,50.0,18.0,8.0,0.0,0,875.65,11.0,12,1.0
49.0,1,54.0,4.0,4.0,4.0,0,769.0,30.0,3,0.0
26.0,0,51.0,29.0,2.0,11.0,0,574.45,9.0,12,0.0
35.0,1,1.0,26.0,8.0,28.0,2,565.0,22.0,3,1.0
26.0,0,49.0,3.0,10.0,23.0,1,461.0,4.0,3,1.0
65.0,0,36.0,12.0,1.0,21.0,1,782.72,30.0,12,1.0
35.0,0,58.0,3.0,0.0,13.0,2,938.08,8.0,12,0.0
29.0,1,32.0,6.0,2.0,6.0,2,260.0,25.0,1,1.0
24.0,0,23.0,23.0,3.0,28.0,1,416.0,14.0,3,1.0
43.0,0,42.0,4.0,1.0,14.0,1,518.0,23.0,1,1.0
29.0,1,8.0,10.0,8.0,25.0,1,954.0,4.0,12,1.0
20.0,1,38.0,14.0,0.0,17.0,0,902.62,24.0,12,0.0
35.0,1,24.0,18.0,0.0,1.0,1,897.53,22.0,3,0.0
18.0,1,37.0,19.0,1.0,1.0,2,813.51,23.0,12,0.0
25.0,0,50.0,10.0,9.0,8.0,0,104.0,1.0,12,1.0
22.0,1,4.0,20.0,1.0,22.0,1,123.0,15.0,1,1.0
34.0,0,26.0,27.0,0.0,8.0,0,915.65,9.0,12,0.0
31.0,1,36.0,25.0,1.0,7.0,0,361.0,27.0,3,1.0
31.0,0,44.0,22.0,2.0,17.0,2,759.99,4.0,12,0.0
40.0,0,17.0,28.0,8.0,17.0,2,980.0,2.0,3,1.0
53.0,0,4.0,26.0,2.0,20.0,1,941.0,23.0,12,1.0
38.0,0,7.0,19.0,2.0,12.0,1,586.15,4.0,3,0.0
20.0,0,11.0,9.0,1.0,0.0,1,643.41,2.0,12,0.0
61.0,0,13.0,16.0,4.0,30.0,0,639.0,18.0,1,1.0
45.0,0,54.0,18.0,7.0,29.0,0,662.58,6.0,3,1.0
38.0,1,51.0,6.0,1.0,12.0,2,444.0,14.0,12,1.0
18.0,1,47.0,10.0,0.0,20.0,1,546.8,26.0,3,0.0
31.0,1,10.0,2.0,4.0,23.0,1,988.0,28.0,3,1.0
26.0,1,46.0,16.0,1.0,5.0,1,874.59,1.0,12,0.0
49.0,1,47.0,13.0,8.0,6.0,1,668.0,11.0,12,1.0
31.0,0,34.0,23.0,1.0,18.0,1,353.0,19.0,1,1.0
36.0,1,22.0,4.0,5.0,8.0,2,108.99,5.0,1,1.0
37.0,0,17.0,28.0,1.0,23.0,0,476.0,30.0,1,1.0
29.0,0,19.0,8.0,4.0,7.0,2,460.55,26.0,3,1.0
38.0,1,50.0,2.0,0.0,15.0,2,797.96,2.0,12,0.0
56.0,0,35.0,1.0,2.0,8.0,1,637.0,20.0,1,1.0
24.0,0,38.0,6.0,8.0,0.0,2,972.0,29.0,12,1.0
42.0,0,16.0,27.0,4.0,13.0,2,544.55,9.0,12,0.0
30.0,1,19.0,26.0,1.0,2.0,1,604.07,17.0,12,0.0
56.0,0,35.0,27.0,1.0,16.0,0,194.0,1.0,3,1.0
20.0,1,2.0,22.0,7.0,29.0,2,801.33,7.0,3,1.0
34.0,1,47.0,22.0,6.0,13.0,1,344.83,24.0,12,1.0
36.0,0,30.0,26.0,1.0,13.0,0,869.86,7.0,12,0.0
34.0,0,25.0,16.0,10.0,11.0,2,881.0,20.0,12,1.0
19.0,1,39.0,10.0,5.0,18.0,1,527.0,28.0,3,1.0
56.0,0,34.0,30.0,2.0,19.0,0,740.0,9.0,1,1.0
28.0,1,16.0,30.0,1.0,24.0,1,124.0,6.0,12,1.0
62.0,1,41.0,15.0,3.0,30.0,0,807.0,19.0,12,1.0
59.0,1,28.0,4.0,3.0,2.0,0,268.0,9.0,1,1.0
28.0,1,19.0,5.0,1.0,23.0,1,341.0,25.0,1,1.0
20.0,1,59.0,21.0,6.0,20.0,1,323.0,3.0,1,1.0
31.0,1,42.0,21.0,0.0,13.0,1,556.03,7.0,12,0.0
37.0,0,31.0,5.0,7.0,22.0,0,224.18,22.0,12,1.0
29.0,1,11.0,22.0,0.0,3.0,2,735.31,8.0,12,0.0
45.0,1,33.0,22.0,4.0,13.0,1,801.0,16.0,1,1.0
54.0,0,5.0,18.0,2.0,29.0,2,167.0,1.0,1,1.0
22.0,0,4.0,3.0,5.0,23.0,1,559.0,12.0,12,1.0
44.0,0,7.0,29.0,5.0,4.0,1,674.0,30.0,3,1.0
53.0,1,58.0,16.0,7.0,14.0,0,700.42,13.0,3,1.0
58.0,0,32.0,12.0,0.0,7.0,1,137.0,13.0,3,1.0
25.0,1,45.0,24.0,1.0,1.0,2,900.44,28.0,12,0.0
19.0,1,54.0,26.0,0.0,8.0,0,951.06,24.0,12,0.0
58.0,1,1.0,17.0,7.0,11.0,0,750.0,4.0,3,1.0
48.0,0,35.0,14.0,4.0,0.0,1,847.9,9.0,12,0.0
38.0,1,39.0,22.0,8.0,2.0,0,608.35,29.0,3,1.0
28.0,0,57.0,17.0,2.0,1.0,2,814.0,19.0,1,1.0
56.0,1,40.0,12.0,8.0,2.0,2,806.0,21.0,3,1.0
25.0,0,43.0,19.0,7.0,10.0,0,832.0,27.0,12,1.0
63.0,1,16.0,18.0,4.0,22.0,2,972.0,7.0,12,1.0
22.0,0,52.0,24.0,0.0,6.0,2,538.8,15.0,3,0.0
50.0,1,37.0,28.0,2.0,11.0,2,910.74,12.0,3,0.0
52.0,0,32.0,13.0,2.0,1.0,1,730.0,11.0,12,1.0
30.0,1,24.0,20.0,3.0,22.0,1,890.0,9.0,12,1.0
40.0,0,15.0,11.0,4.0,10.0,0,784.58,6.0,3,0.0
31.0,1,24.0,16.0,10.0,8.0,2,573.0,23.0,12,1.0
60.0,1,39.0,16.0,8.0,7.0,1,275.0,23.0,1,1.0
29.0,1,34.0,14.0,3.0,9.0,1,433.0,23.0,3,1.0
65.0,0,38.0,12.0,9.0,23.0,1,156.0,30.0,1,1.0
58.0,0,20.0,5.0,8.0,20.0,0,953.0,20.0,1,1.0
36.0,0,16.0,28.0,9.0,13.0,2,164.0,28.0,3,1.0
20.0,0,26.0,5.0,5.0,5.0,1,812.0,25.0,1,1.0
36.0,0,57.0,30.0,7.0,26.0,1,344.0,8.0,3,1.0
20.0,1,33.0,5.0,10.0,20.0,2,398.0,17.0,12,1.0
35.0,1,13.0,12.0,5.0,8.0,2,118.0,22.0,3,1.0
23.0,1,26.0,30.0,1.0,0.0,0,530.0,26.0,12,0.0
55.0,1,40.0,17.0,8.0,17.0,2,453.0,4.0,1,1.0
30.0,1,32.0,5.0,0.0,15.0,1,540.21,18.0,12,0.0
18.0,0,27.0,12.0,0.0,18.0,0,607.0,14.0,1,1.0
42.0,1,24.0,18.0,1.0,1.0,2,986.06,26.0,12,0.0
36.0,1,46.0,9.0,0.0,7.0,1,532.6,22.0,3,0.0
19.0,1,10.0,11.0,3.0,0.0,0,568.34,6.0,1,1.0
57.0,1,34.0,26.0,2.0,4.0,0,572.0,14.0,1,1.0
32.0,0,38.0,19.0,8.0,21.0,0,129.0,9.0,12,1.0
42.0,1,19.0,16.0,0.0,26.0,2,569.79,15.0,12,1.0
65.0,1,36.0,30.0,4.0,22.0,0,160.97,26.0,3,1.0
28.0,1,2.0,25.0,1.0,18.0,2,925.75,24.0,12,0.0
55.0,1,16.0,9.0,9.0,14.0,0,164.0,8.0,12,1.0
34.0,0,53.0,24.0,5.0,18.0,2,581.0,25.0,3,1.0
23.0,0,53.0,8.0,1.0,3.0,1,695.39,8.0,3,0.0
32.0,0,49.0,5.0,8.0,24.0,2,281.0,1.0,3,1.0
29.0,1,2.0,12.0,1.0,16.0,1,914.36,12.0,3,0.0
35.0,1,29.0,23.0,10.0,13.0,2,534.0,27.0,12,1.0
36.0,1,3.0,15.0,3.0,14.0,1,562.77,30.0,12,0.0
39.0,1,30.0,9.0,4.0,9.0,1,968.0,7.0,12,1.0
34.0,0,55.0,28.0,1.0,13.0,0,989.51,11.0,3,0.0
53.0,0,6.0,7.0,1.0,21.0,0,728.0,17.0,3,1.0
23.0,0,33.0,8.0,7.0,11.0,1,800.32,16.0,1,1.0
32.0,0,54.0,5.0,0.0,14.0,1,777.3,5.0,3,0.0
56.0,1,36.0,25.0,5.0,28.0,2,399.87,16.0,3,1.0
42.0,0,55.0,18.0,7.0,0.0,1,407.0,7.0,3,1.0
48.0,0,49.0,21.0,2.0,28.0,1,187.2,3.0,1,1.0
63.0,0,46.0,13.0,10.0,17.0,2,986.0,15.0,1,1.0
49.0,1,24.0,20.0,2.0,13.0,1,851.52,5.0,3,0.0
50.0,1,39.0,6.0,4.0,7.0,1,663.25,23.0,12,0.0
43.0,0,11.0,21.0,9.0,5.0,0,678.0,27.0,1,1.0
58.0,0,47.0,25.0,9.0,11.0,1,331.0,8.0,12,1.0
40.0,1,49.0,23.0,7.0,14.0,1,555.0,18.0,3,1.0
33.0,0,58.0,24.0,6.0,30.0,0,925.0,15.0,12,1.0
41.0,0,60.0,17.0,3.0,9.0,1,621.04,4.0,3,0.0
35.0,0,32.0,4.0,9.0,5.0,2,632.0,4.0,1,1.0
21.0,0,2.0,1.0,7.0,19.0,2,420.0,20.0,1,1.0
34.0,1,34.0,13.0,1.0,17.0,2,775.87,19.0,12,0.0
27.0,0,19.0,16.0,5.0,10.0,0,391.1,11.0,12,1.0
61.0,1,3.0,9.0,7.0,0.0,0,245.0,26.0,3,1.0
39.0,1,12.0,30.0,0.0,1.0,1,155.13,19.0,1,1.0
44.0,0,15.0,2.0,2.0,29.0,1,627.0,8.0,12,1.0
38.0,1,11.0,12.0,0.0,9.0,1,531.48,8.0,3,0.0
38.0,1,14.0,10.0,2.0,9.0,1,706.88,8.0,12,0.0
47.0,1,20.0,10.0,10.0,13.0,0,314.0,30.0,1,1.0
24.0,0,29.0,2.0,7.0,11.0,2,702.67,13.0,3,1.0
63.0,0,56.0,4.0,1.0,25.0,0,156.0,20.0,1,1.0
44.0,1,14.0,25.0,9.0,28.0,0,147.09,11.0,3,1.0
49.0,1,13.0,20.0,3.0,30.0,0,610.0,1.0,1,1.0
40.0,0,36.0,21.0,4.0,4.0,0,181.0,11.0,3,1.0
28.0,1,46.0,7.0,9.0,6.0,2,779.0,25.0,1,1.0
37.0,0,40.0,28.0,1.0,9.0,0,790.92,14.0,12,0.0
22.0,1,59.0,29.0,2.0,10.0,2,873.37,6.0,3,0.0
43.0,1,38.0,9.0,4.0,6.0,1,980.75,24.0,3,0.0
40.0,1,2.0,30.0,1.0,1.0,2,756.21,16.0,12,0.0
30.0,1,53.0,20.0,7.0,0.0,2,271.0,12.0,3,1.0
57.0,0,51.0,14.0,0.0,27.0,0,652.0,2.0,1,1.0
58.0,1,50.0,30.0,3.0,21.0,1,620.0,20.0,1,1.0
46.0,1,51.0,27.0,1.0,4.0,1,849.0,24.0,1,1.0
53.0,0,15.0,29.0,0.0,18.0,2,159.0,17.0,12,1.0
51.0,0,58.0,22.0,2.0,28.0,1,820.0,2.0,12,1.0
29.0,1,41.0,26.0,4.0,16.0,1,239.0,25.0,12,1.0
48.0,1,1.0,1.0,0.0,0.0,1,702.73,11.0,12,0.0
62.0,0,55.0,13.0,10.0,27.0,1,384.0,29.0,1,1.0
31.0,1,54.0,28.0,10.0,20.0,1,718.72,23.0,3,1.0
20.0,0,39.0,3.0,2.0,10.0,1,862.32,7.0,12,0.0
35.0,0,11.0,30.0,6.0,26.0,2,547.0,19.0,1,1.0
34.0,1,55.0,28.0,3.0,20.0,1,139.0,15.0,1,1.0
33.0,0,52.0,18.0,7.0,23.0,0,183.46,10.0,12,1.0
50.0,0,28.0,23.0,9.0,8.0,2,425.0,22.0,3,1.0
22.0,1,49.0,19.0,1.0,10.0,1,124.0,14.0,3,1.0
25.0,1,22.0,27.0,9.0,12.0,1,639.61,9.0,12,1.0
43.0,1,40.0,3.0,4.0,1.0,1,579.48,28.0,3,0.0
47.0,0,40.0,28.0,4.0,2.0,1,921.78,13.0,3,0.0
19.0,0,30.0,24.0,1.0,20.0,2,139.0,23.0,1,1.0
44.0,1,51.0,27.0,2.0,18.0,0,305.0,24.0,1,1.0
24.0,1,52.0,29.0,1.0,22.0,2,785.0,10.0,3,1.0
47.0,0,37.0,9.0,3.0,0.0,0,756.72,12.0,3,0.0
52.0,0,53.0,8.0,1.0,4.0,1,748.0,28.0,12,1.0
24.0,0,47.0,9.0,4.0,15.0,2,326.89,24.0,12,1.0
49.0,1,28.0,7.0,10.0,11.0,0,255.09,23.0,12,1.0
32.0,0,24.0,27.0,8.0,15.0,2,949.0,19.0,12,1.0
63.0,0,53.0,20.0,7.0,11.0,2,755.92,28.0,12,1.0
38.0,0,35.0,9.0,5.0,9.0,0,587.52,24.0,1,1.0
27.0,1,42.0,1.0,4.0,26.0,0,481.0,8.0,12,1.0
43.0,0,31.0,12.0,8.0,12.0,0,661.0,25.0,12,1.0
32.0,0,37.0,4.0,2.0,28.0,1,384.86,25.0,3,1.0
49.0,0,50.0,19.0,8.0,5.0,0,354.0,21.0,12,1.0
49.0,1,50.0,7.0,0.0,3.0,2,203.0,19.0,1,1.0
22.0,0,28.0,20.0,8.0,17.0,1,841.0,21.0,12,1.0
50.0,0,39.0,26.0,4.0,9.0,2,944.47,4.0,12,0.0
25.0,0,21.0,11.0,6.0,23.0,0,983.0,27.0,12,1.0
23.0,1,41.0,27.0,1.0,0.0,0,536.52,2.0,3,0.0
47.0,0,37.0,8.0,1.0,18.0,0,963.11,6.0,3,0.0
39.0,1,22.0,25.0,8.0,23.0,0,318.0,4.0,12,1.0
27.0,1,56.0,3.0,2.0,5.0,2,777.31,9.0,3,0.0
38.0,0,50.0,15.0,6.0,3.0,0,677.0,17.0,3,1.0
49.0,1,41.0,10.0,3.0,28.0,2,612.31,28.0,1,1.0
34.0,1,39.0,15.0,10.0,11.0,2,562.0,4.0,3,1.0
62.0,1,24.0,9.0,6.0,21.0,0,313.0,16.0,3,1.0
48.0,1,21.0,29.0,0.0,2.0,1,638.49,30.0,3,0.0
55.0,0,26.0,20.0,4.0,6.0,0,133.0,10.0,3,1.0
19.0,1,43.0,24.0,0.0,10.0,1,679.67,4.0,3,0.0
23.0,1,22.0,5.0,10.0,29.0,1,702.0,8.0,3,1.0
27.0,1,50.0,22.0,2.0,8.0,0,826.58,24.0,12,0.0
49.0,1,38.0,7.0,1.0,3.0,0,338.0,2.0,12,1.0
43.0,1,49.0,17.0,3.0,20.0,2,529.55,30.0,3,0.0
20.0,0,58.0,14.0,3.0,20.0,1,365.0,25.0,12,1.0
30.0,0,32.0,21.0,3.0,3.0,2,805.34,4.0,3,0.0
47.0,0,45.0,16.0,0.0,13.0,1,642.97,14.0,3,0.0
60.0,0,11.0,4.0,1.0,29.0,0,154.0,26.0,3,1.0
23.0,1,43.0,7.0,1.0,0.0,2,682.46,28.0,3,0.0
46.0,1,9.0,17.0,10.0,25.0,0,268.0,21.0,1,1.0
42.0,0,11.0,29.0,3.0,2.0,1,105.0,13.0,12,1.0
29.0,0,28.0,21.0,2.0,16.0,1,633.0,23.0,3,1.0
63.0,1,54.0,6.0,4.0,4.0,2,936.0,25.0,12,1.0
45.0,1,6.0,10.0,10.0,24.0,1,542.0,23.0,3,1.0
52.0,1,27.0,23.0,2.0,10.0,2,234.0,12.0,3,1.0
57.0,1,15.0,24.0,4.0,16.0,0,885.0,1.0,1,1.0
44.0,1,25.0,30.0,3.0,12.0,0,576.81,23.0,3,0.0
25.0,1,32.0,16.0,1.0,14.0,1,759.3,10.0,12,0.0
42.0,0,10.0,29.0,4.0,9.0,1,619.0,16.0,3,1.0
64.0,0,54.0,19.0,2.0,6.0,0,873.0,14.0,1,1.0
64.0,1,29.0,19.0,5.0,20.0,2,722.0,12.0,3,1.0
28.0,1,6.0,7.0,8.0,14.0,1,531.0,3.0,3,1.0
46.0,0,16.0,14.0,3.0,29.0,2,341.0,7.0,3,1.0
50.0,1,34.0,29.0,4.0,16.0,1,518.07,18.0,3,0.0
22.0,0,32.0,3.0,1.0,5.0,2,778.93,4.0,3,0.0
39.0,0,52.0,8.0,10.0,26.0,2,511.0,20.0,3,1.0
49.0,0,16.0,25.0,1.0,20.0,1,695.0,30.0,1,1.0
31.0,1,20.0,25.0,3.0,22.0,0,405.0,11.0,3,1.0
64.0,1,49.0,24.0,5.0,24.0,1,211.0,7.0,1,1.0
59.0,0,40.0,18.0,6.0,29.0,1,513.0,14.0,3,1.0
51.0,1,53.0,19.0,5.0,30.0,0,717.0,9.0,1,1.0
63.0,0,56.0,5.0,5.0,18.0,1,701.0,13.0,3,1.0
