Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Interaction,Contract Duration (Months),Tenure_Bucket,Support_Call_Intensity,Interaction_Frequency,Churn
46.0,1,36.0,12.0,6.0,11.0,0,742.88,11.0,12,1,0.1666666666666666,1.0,1.0
41.0,0,49.0,7.0,0.0,17.0,2,761.34,10.0,3,2,0.0,0.6363636363636364,0.0
38.0,1,41.0,13.0,2.0,19.0,0,730.18,26.0,12,2,0.048780487804878,0.4814814814814814,0.0
64.0,0,46.0,13.0,8.0,21.0,0,556.0,24.0,3,2,0.1739130434782608,0.52,1.0
57.0,1,24.0,24.0,2.0,16.0,1,855.0,6.0,1,1,0.0833333333333333,3.4285714285714284,1.0
21.0,1,36.0,30.0,1.0,10.0,2,985.72,9.0,12,1,0.0277777777777777,3.0,0.0
36.0,1,44.0,30.0,0.0,19.0,2,633.88,30.0,3,2,0.0,0.967741935483871,0.0
57.0,0,1.0,3.0,5.0,5.0,0,431.0,2.0,1,0,5.0,1.0,1.0
65.0,0,26.0,18.0,9.0,30.0,0,967.0,11.0,12,1,0.3461538461538461,1.5,1.0
38.0,1,44.0,25.0,1.0,13.0,2,760.59,24.0,3,2,0.0227272727272727,1.0,0.0
50.0,1,37.0,11.0,3.0,16.0,0,906.62,7.0,12,2,0.081081081081081,1.375,0.0
33.0,1,53.0,20.0,1.0,3.0,0,866.72,25.0,12,2,0.0188679245283018,0.7692307692307693,0.0
63.0,0,9.0,10.0,1.0,22.0,0,542.0,4.0,3,0,0.1111111111111111,2.0,1.0
30.0,0,10.0,14.0,3.0,30.0,1,942.0,6.0,3,0,0.3,2.0,1.0
36.0,0,43.0,18.0,3.0,6.0,2,610.93,1.0,3,2,0.0697674418604651,9.0,0.0
28.0,1,4.0,13.0,1.0,5.0,2,566.32,1.0,3,0,0.25,6.5,0.0
50.0,0,60.0,23.0,3.0,18.0,2,613.28,6.0,3,2,0.05,3.2857142857142856,0.0
46.0,1,55.0,22.0,10.0,9.0,1,643.0,25.0,1,2,0.1818181818181818,0.8461538461538461,1.0
65.0,0,26.0,26.0,10.0,10.0,0,200.0,18.0,3,1,0.3846153846153846,1.368421052631579,1.0
54.0,0,13.0,17.0,2.0,24.0,2,573.0,6.0,12,1,0.1538461538461538,2.4285714285714284,1.0
52.0,0,16.0,16.0,1.0,18.0,2,505.0,20.0,12,1,0.0625,0.7619047619047619,1.0
63.0,0,24.0,23.0,3.0,18.0,0,416.6,8.0,1,1,0.125,2.555555555555556,1.0
54.0,1,9.0,11.0,8.0,14.0,2,704.5,9.0,12,0,0.8888888888888888,1.1,1.0
37.0,0,8.0,4.0,0.0,19.0,2,765.78,20.0,12,0,0.0,0.1904761904761904,1.0
52.0,1,18.0,15.0,10.0,19.0,0,160.29,1.0,3,1,0.5555555555555556,7.5,1.0
62.0,0,8.0,14.0,7.0,23.0,2,537.0,15.0,3,0,0.875,0.875,1.0
34.0,0,34.0,19.0,3.0,22.0,2,357.0,6.0,3,1,0.088235294117647,2.7142857142857144,1.0
49.0,1,31.0,27.0,3.0,5.0,0,648.51,10.0,3,1,0.0967741935483871,2.4545454545454546,0.0
38.0,0,53.0,21.0,0.0,0.0,0,477.7,3.0,3,2,0.0,5.25,1.0
39.0,1,38.0,28.0,8.0,11.0,1,455.0,13.0,1,2,0.2105263157894736,2.0,1.0
55.0,1,6.0,25.0,5.0,1.0,2,184.0,20.0,1,0,0.8333333333333334,1.1904761904761905,1.0
47.0,1,46.0,13.0,6.0,6.0,0,707.0,26.0,3,2,0.1304347826086956,0.4814814814814814,1.0
51.0,0,9.0,14.0,3.0,9.0,1,466.0,3.0,3,0,0.3333333333333333,3.5,1.0
43.0,1,27.0,12.0,3.0,7.0,2,503.83,21.0,3,1,0.1111111111111111,0.5454545454545454,0.0
21.0,0,47.0,8.0,2.0,14.0,2,588.0,17.0,3,2,0.0425531914893617,0.4444444444444444,1.0
33.0,0,55.0,11.0,5.0,10.0,1,567.3,12.0,3,2,0.0909090909090909,0.8461538461538461,1.0
23.0,0,60.0,9.0,9.0,17.0,1,741.94,3.0,3,2,0.15,2.25,1.0
23.0,0,23.0,4.0,1.0,20.0,2,495.0,23.0,1,1,0.0434782608695652,0.1666666666666666,1.0
27.0,1,45.0,13.0,7.0,17.0,0,534.0,6.0,12,2,0.1555555555555555,1.8571428571428568,1.0
46.0,1,30.0,15.0,1.0,8.0,2,748.1,11.0,12,1,0.0333333333333333,1.25,0.0
22.0,1,44.0,30.0,9.0,28.0,1,107.63,25.0,12,2,0.2045454545454545,1.1538461538461535,1.0
37.0,0,15.0,17.0,0.0,15.0,0,931.25,11.0,12,1,0.0,1.4166666666666667,0.0
47.0,0,18.0,6.0,7.0,16.0,1,137.0,13.0,1,1,0.3888888888888889,0.4285714285714285,1.0
21.0,0,50.0,19.0,2.0,0.0,2,849.0,26.0,3,2,0.04,0.7037037037037037,1.0
58.0,0,59.0,18.0,9.0,14.0,2,433.0,20.0,3,2,0.1525423728813559,0.8571428571428571,1.0
58.0,0,32.0,12.0,4.0,23.0,1,133.42,26.0,1,1,0.125,0.4444444444444444,1.0
56.0,0,20.0,1.0,6.0,18.0,0,373.63,20.0,3,1,0.3,0.0476190476190476,1.0
40.0,1,59.0,10.0,3.0,21.0,0,417.0,27.0,1,2,0.0508474576271186,0.3571428571428571,1.0
45.0,0,54.0,28.0,10.0,5.0,0,726.0,22.0,1,2,0.1851851851851851,1.2173913043478262,1.0
24.0,0,26.0,21.0,1.0,18.0,1,721.72,11.0,12,1,0.0384615384615384,1.75,0.0
27.0,1,32.0,21.0,4.0,29.0,2,769.0,12.0,12,1,0.125,1.6153846153846154,1.0
30.0,0,22.0,24.0,3.0,25.0,2,707.63,16.0,3,1,0.1363636363636363,1.411764705882353,1.0
42.0,1,46.0,17.0,6.0,17.0,1,241.0,10.0,3,2,0.1304347826086956,1.5454545454545454,1.0
48.0,0,52.0,24.0,4.0,19.0,0,681.67,5.0,3,2,0.0769230769230769,4.0,0.0
50.0,1,55.0,2.0,2.0,9.0,1,720.77,8.0,3,2,0.0363636363636363,0.2222222222222222,0.0
62.0,0,18.0,7.0,9.0,20.0,1,477.0,24.0,3,1,0.5,0.28,1.0
33.0,0,58.0,1.0,1.0,8.0,2,997.03,9.0,12,2,0.0172413793103448,0.1,0.0
43.0,1,55.0,29.0,1.0,13.0,0,596.21,18.0,12,2,0.0181818181818181,1.5263157894736843,0.0
31.0,0,16.0,21.0,3.0,25.0,2,580.0,12.0,12,1,0.1875,1.6153846153846154,1.0
34.0,1,41.0,2.0,3.0,9.0,0,908.26,2.0,3,2,0.073170731707317,0.6666666666666666,0.0
27.0,0,7.0,2.0,2.0,23.0,2,573.0,9.0,3,0,0.2857142857142857,0.2,1.0
41.0,1,17.0,15.0,3.0,19.0,2,513.0,19.0,3,1,0.1764705882352941,0.75,0.0
29.0,1,28.0,1.0,5.0,12.0,0,939.63,30.0,12,1,0.1785714285714285,0.032258064516129,1.0
34.0,1,7.0,24.0,0.0,16.0,0,698.99,17.0,12,0,0.0,1.3333333333333333,0.0
38.0,1,50.0,15.0,0.0,8.0,0,861.06,6.0,3,2,0.0,2.142857142857143,0.0
64.0,1,4.0,22.0,0.0,8.0,1,961.8,30.0,12,0,0.0,0.7096774193548387,1.0
24.0,1,49.0,29.0,2.0,19.0,1,570.4,11.0,12,2,0.0408163265306122,2.4166666666666665,0.0
50.0,0,60.0,9.0,6.0,14.0,0,294.0,23.0,12,2,0.1,0.375,1.0
46.0,0,41.0,16.0,5.0,5.0,2,964.0,26.0,1,2,0.1219512195121951,0.5925925925925926,1.0
40.0,0,17.0,17.0,0.0,17.0,0,626.12,12.0,12,1,0.0,1.3076923076923077,0.0
18.0,0,37.0,26.0,0.0,29.0,1,351.52,13.0,12,2,0.0,1.8571428571428568,1.0
59.0,1,58.0,13.0,6.0,21.0,1,785.0,24.0,12,2,0.1034482758620689,0.52,1.0
63.0,1,26.0,4.0,1.0,18.0,2,424.0,2.0,12,1,0.0384615384615384,1.3333333333333333,1.0
19.0,1,25.0,22.0,10.0,9.0,0,725.0,14.0,1,1,0.4,1.4666666666666666,1.0
36.0,0,57.0,1.0,1.0,2.0,1,778.48,2.0,12,2,0.0175438596491228,0.3333333333333333,0.0
40.0,0,49.0,12.0,10.0,6.0,2,706.0,19.0,12,2,0.2040816326530612,0.6,1.0
56.0,0,45.0,19.0,9.0,20.0,1,466.0,7.0,12,2,0.2,2.375,1.0
38.0,1,52.0,13.0,2.0,13.0,0,783.0,9.0,1,2,0.0384615384615384,1.3,1.0
24.0,1,53.0,26.0,2.0,5.0,0,755.13,23.0,3,2,0.0377358490566037,1.0833333333333333,0.0
52.0,0,30.0,27.0,3.0,22.0,1,434.57,1.0,3,1,0.1,13.5,1.0
41.0,0,38.0,18.0,3.0,0.0,1,697.35,8.0,3,2,0.0789473684210526,2.0,0.0
25.0,0,21.0,24.0,5.0,18.0,0,391.33,15.0,1,1,0.238095238095238,1.5,1.0
23.0,1,59.0,24.0,8.0,26.0,2,967.0,14.0,3,2,0.135593220338983,1.6,1.0
34.0,0,9.0,25.0,10.0,19.0,0,574.0,23.0,12,0,1.1111111111111112,1.0416666666666667,1.0
24.0,1,56.0,28.0,2.0,8.0,1,673.36,16.0,3,2,0.0357142857142857,1.6470588235294117,0.0
50.0,0,56.0,25.0,5.0,17.0,2,991.5,6.0,12,2,0.0892857142857142,3.571428571428572,0.0
51.0,0,50.0,15.0,9.0,20.0,2,641.0,7.0,1,2,0.18,1.875,1.0
52.0,1,31.0,1.0,6.0,22.0,0,327.0,30.0,12,1,0.1935483870967742,0.032258064516129,1.0
44.0,1,51.0,9.0,0.0,29.0,0,393.0,17.0,1,2,0.0,0.5,1.0
58.0,0,5.0,3.0,9.0,26.0,1,547.0,29.0,12,0,1.8,0.1,1.0
39.0,1,28.0,21.0,3.0,8.0,1,773.33,15.0,3,1,0.1071428571428571,1.3125,0.0
36.0,1,57.0,20.0,3.0,3.0,0,631.02,6.0,12,2,0.0526315789473684,2.857142857142857,0.0
37.0,0,43.0,27.0,1.0,12.0,0,681.61,2.0,12,2,0.0232558139534883,9.0,0.0
20.0,0,10.0,19.0,10.0,5.0,2,139.0,30.0,12,0,1.0,0.6129032258064516,1.0
24.0,1,17.0,14.0,0.0,1.0,2,955.12,16.0,12,1,0.0,0.8235294117647058,0.0
30.0,0,53.0,8.0,1.0,6.0,0,955.03,8.0,12,2,0.0188679245283018,0.8888888888888888,0.0
39.0,0,29.0,10.0,3.0,19.0,2,638.0,26.0,1,1,0.1034482758620689,0.3703703703703703,1.0
43.0,1,43.0,27.0,7.0,28.0,2,450.0,11.0,3,2,0.1627906976744186,2.25,1.0
40.0,1,41.0,21.0,3.0,6.0,2,526.45,30.0,3,2,0.073170731707317,0.6774193548387096,0.0
46.0,1,46.0,5.0,6.0,8.0,1,619.0,20.0,12,2,0.1304347826086956,0.238095238095238,1.0
49.0,0,20.0,5.0,1.0,0.0,1,638.0,16.0,12,1,0.05,0.2941176470588235,1.0
43.0,0,17.0,30.0,0.0,10.0,2,724.73,7.0,12,1,0.0,3.75,0.0
23.0,1,15.0,30.0,9.0,17.0,2,999.0,1.0,12,1,0.6,15.0,1.0
62.0,0,43.0,10.0,5.0,7.0,1,902.0,4.0,12,2,0.1162790697674418,2.0,1.0
38.0,0,7.0,2.0,2.0,5.0,2,744.36,8.0,12,0,0.2857142857142857,0.2222222222222222,0.0
47.0,1,23.0,15.0,1.0,13.0,0,910.26,16.0,3,1,0.0434782608695652,0.8823529411764706,0.0
30.0,1,46.0,19.0,1.0,2.0,1,575.03,21.0,12,2,0.0217391304347826,0.8636363636363636,0.0
60.0,1,49.0,11.0,5.0,16.0,1,914.0,2.0,12,2,0.1020408163265306,3.6666666666666665,1.0
29.0,1,9.0,7.0,8.0,23.0,1,804.0,9.0,3,0,0.8888888888888888,0.7,1.0
40.0,0,9.0,30.0,1.0,5.0,0,586.63,13.0,1,0,0.1111111111111111,2.142857142857143,1.0
61.0,1,33.0,9.0,0.0,2.0,0,547.0,11.0,3,1,0.0,0.75,1.0
45.0,1,11.0,16.0,8.0,17.0,2,106.59,16.0,3,0,0.7272727272727273,0.9411764705882352,1.0
56.0,1,2.0,12.0,3.0,19.0,1,152.07,5.0,1,0,1.5,2.0,1.0
45.0,0,20.0,30.0,4.0,4.0,0,517.36,9.0,12,1,0.2,3.0,0.0
54.0,1,17.0,4.0,8.0,24.0,2,543.0,26.0,3,1,0.4705882352941176,0.1481481481481481,1.0
60.0,0,20.0,4.0,1.0,4.0,1,301.0,10.0,1,1,0.05,0.3636363636363636,1.0
49.0,1,3.0,19.0,9.0,13.0,2,397.0,10.0,12,0,3.0,1.7272727272727273,1.0
39.0,1,38.0,1.0,0.0,4.0,2,807.72,11.0,3,2,0.0,0.0833333333333333,0.0
56.0,0,52.0,5.0,4.0,29.0,2,118.0,11.0,3,2,0.0769230769230769,0.4166666666666667,1.0
33.0,0,36.0,1.0,1.0,26.0,2,634.87,10.0,12,1,0.0277777777777777,0.0909090909090909,1.0
48.0,1,36.0,25.0,2.0,15.0,2,754.35,11.0,3,1,0.0555555555555555,2.083333333333333,0.0
24.0,0,20.0,16.0,5.0,14.0,2,464.0,19.0,3,1,0.25,0.8,1.0
39.0,0,50.0,12.0,1.0,2.0,0,532.12,2.0,3,2,0.02,4.0,0.0
46.0,1,41.0,24.0,7.0,6.0,0,186.0,20.0,3,2,0.1707317073170731,1.1428571428571428,1.0
34.0,1,32.0,2.0,3.0,2.0,1,535.55,29.0,12,1,0.09375,0.0666666666666666,0.0
42.0,0,36.0,4.0,7.0,17.0,0,873.0,7.0,3,1,0.1944444444444444,0.5,1.0
48.0,0,17.0,19.0,3.0,14.0,1,901.8,6.0,12,1,0.1764705882352941,2.7142857142857144,0.0
46.0,0,35.0,16.0,4.0,7.0,2,880.03,12.0,3,1,0.1142857142857142,1.2307692307692308,0.0
43.0,1,15.0,23.0,2.0,7.0,1,616.92,8.0,3,1,0.1333333333333333,2.555555555555556,0.0
46.0,1,28.0,24.0,5.0,27.0,1,695.08,6.0,3,1,0.1785714285714285,3.4285714285714284,1.0
25.0,1,37.0,4.0,0.0,4.0,2,928.14,22.0,12,2,0.0,0.1739130434782608,0.0
46.0,0,16.0,23.0,4.0,18.0,1,534.53,11.0,3,1,0.25,1.9166666666666667,0.0
35.0,1,40.0,24.0,3.0,13.0,0,991.96,7.0,3,2,0.075,3.0,0.0
42.0,1,30.0,3.0,8.0,10.0,1,240.0,8.0,3,1,0.2666666666666666,0.3333333333333333,1.0
43.0,1,13.0,8.0,5.0,16.0,1,749.0,13.0,12,1,0.3846153846153846,0.5714285714285714,1.0
25.0,0,43.0,6.0,8.0,21.0,0,975.0,14.0,3,2,0.1860465116279069,0.4,1.0
36.0,1,1.0,5.0,7.0,22.0,0,763.0,13.0,3,0,7.0,0.3571428571428571,1.0
35.0,0,15.0,16.0,6.0,23.0,1,655.0,13.0,3,1,0.4,1.1428571428571428,1.0
35.0,0,44.0,3.0,0.0,16.0,0,801.5,2.0,12,2,0.0,1.0,0.0
51.0,1,41.0,30.0,1.0,17.0,0,949.69,28.0,1,2,0.024390243902439,1.0344827586206895,1.0
37.0,1,41.0,7.0,9.0,27.0,2,142.0,22.0,1,2,0.2195121951219512,0.3043478260869565,1.0
30.0,0,26.0,2.0,0.0,5.0,0,582.6,9.0,3,1,0.0,0.2,0.0
65.0,0,43.0,18.0,4.0,21.0,1,240.49,18.0,12,2,0.0930232558139534,0.9473684210526316,1.0
41.0,1,30.0,15.0,10.0,13.0,2,584.0,3.0,3,1,0.3333333333333333,3.75,1.0
60.0,1,15.0,18.0,10.0,11.0,0,311.4,8.0,1,1,0.6666666666666666,2.0,1.0
36.0,1,39.0,8.0,3.0,12.0,1,617.98,8.0,3,2,0.0769230769230769,0.8888888888888888,0.0
31.0,1,47.0,24.0,5.0,11.0,0,939.41,3.0,12,2,0.1063829787234042,6.0,1.0
18.0,0,48.0,22.0,0.0,29.0,1,254.0,29.0,3,2,0.0,0.7333333333333333,1.0
42.0,1,11.0,1.0,4.0,1.0,0,739.45,30.0,12,0,0.3636363636363636,0.032258064516129,0.0
62.0,0,28.0,1.0,8.0,19.0,0,319.0,29.0,12,1,0.2857142857142857,0.0333333333333333,1.0
32.0,0,18.0,13.0,0.0,5.0,0,803.78,14.0,12,1,0.0,0.8666666666666667,0.0
51.0,1,31.0,18.0,7.0,25.0,0,209.0,10.0,3,1,0.2258064516129032,1.6363636363636365,1.0
38.0,1,37.0,9.0,4.0,9.0,0,319.0,19.0,3,2,0.1081081081081081,0.45,1.0
23.0,0,48.0,11.0,0.0,30.0,1,364.0,5.0,12,2,0.0,1.8333333333333333,1.0
52.0,0,52.0,15.0,5.0,16.0,0,472.0,7.0,1,2,0.0961538461538461,1.875,1.0
45.0,1,27.0,13.0,1.0,19.0,2,615.97,14.0,12,1,0.037037037037037,0.8666666666666667,0.0
44.0,0,15.0,3.0,2.0,28.0,0,594.0,20.0,1,1,0.1333333333333333,0.1428571428571428,1.0
45.0,0,7.0,17.0,0.0,12.0,1,867.59,13.0,3,0,0.0,1.2142857142857142,0.0
36.0,0,49.0,29.0,3.0,12.0,2,976.0,29.0,3,2,0.0612244897959183,0.9666666666666668,1.0
40.0,0,29.0,18.0,7.0,26.0,1,959.0,4.0,3,1,0.2413793103448276,3.6,1.0
28.0,0,26.0,13.0,2.0,17.0,0,627.23,10.0,12,1,0.0769230769230769,1.181818181818182,0.0
42.0,0,12.0,30.0,2.0,20.0,2,987.77,5.0,3,1,0.1666666666666666,5.0,0.0
32.0,0,37.0,13.0,10.0,5.0,1,349.0,4.0,12,2,0.2702702702702703,2.6,1.0
33.0,0,55.0,14.0,6.0,14.0,2,264.0,9.0,1,2,0.109090909090909,1.4,1.0
38.0,0,36.0,22.0,2.0,4.0,1,693.27,15.0,12,1,0.0555555555555555,1.375,0.0
25.0,1,41.0,29.0,0.0,30.0,1,768.0,25.0,3,2,0.0,1.1153846153846154,1.0
34.0,0,40.0,19.0,9.0,28.0,2,957.63,15.0,12,2,0.225,1.1875,1.0
18.0,1,39.0,27.0,1.0,14.0,0,525.01,21.0,3,2,0.0256410256410256,1.2272727272727273,0.0
25.0,0,9.0,22.0,8.0,27.0,2,989.0,13.0,12,0,0.8888888888888888,1.5714285714285714,1.0
29.0,0,19.0,16.0,6.0,11.0,2,889.0,13.0,12,1,0.3157894736842105,1.1428571428571428,1.0
47.0,1,38.0,15.0,5.0,21.0,0,832.96,5.0,12,2,0.131578947368421,2.5,1.0
41.0,0,20.0,12.0,1.0,6.0,0,753.3,4.0,3,1,0.05,2.4,0.0
61.0,0,19.0,10.0,0.0,4.0,0,344.0,1.0,1,1,0.0,5.0,1.0
40.0,0,8.0,26.0,10.0,5.0,0,943.0,3.0,3,0,1.25,6.5,1.0
52.0,0,45.0,28.0,8.0,9.0,0,339.0,28.0,1,2,0.1777777777777777,0.9655172413793104,1.0
33.0,0,19.0,25.0,5.0,17.0,1,850.0,25.0,12,1,0.2631578947368421,0.9615384615384616,1.0
46.0,0,57.0,16.0,8.0,7.0,0,982.0,16.0,3,2,0.1403508771929824,0.9411764705882352,1.0
38.0,0,37.0,24.0,6.0,19.0,2,680.0,9.0,1,2,0.1621621621621621,2.4,1.0
47.0,1,41.0,4.0,9.0,21.0,0,474.0,24.0,1,2,0.2195121951219512,0.16,1.0
57.0,0,21.0,22.0,1.0,24.0,2,539.0,25.0,1,1,0.0476190476190476,0.8461538461538461,1.0
44.0,1,50.0,15.0,4.0,18.0,2,545.86,17.0,3,2,0.08,0.8333333333333334,0.0
31.0,1,24.0,11.0,2.0,1.0,0,955.54,22.0,12,1,0.0833333333333333,0.4782608695652174,0.0
60.0,1,9.0,29.0,9.0,6.0,0,382.0,16.0,3,0,1.0,1.7058823529411764,1.0
33.0,1,57.0,27.0,7.0,21.0,0,662.0,22.0,1,2,0.1228070175438596,1.173913043478261,1.0
62.0,0,19.0,18.0,6.0,22.0,2,366.0,20.0,1,1,0.3157894736842105,0.8571428571428571,1.0
38.0,0,7.0,12.0,1.0,3.0,1,964.21,3.0,3,0,0.1428571428571428,3.0,0.0
64.0,0,21.0,1.0,10.0,19.0,1,962.0,29.0,12,1,0.4761904761904761,0.0333333333333333,1.0
32.0,1,34.0,11.0,5.0,11.0,1,295.0,20.0,3,1,0.1470588235294117,0.5238095238095238,1.0
20.0,1,13.0,28.0,1.0,10.0,0,956.77,3.0,12,1,0.0769230769230769,7.0,0.0
35.0,1,42.0,17.0,1.0,28.0,1,477.0,6.0,3,2,0.0238095238095238,2.4285714285714284,1.0
36.0,0,25.0,16.0,1.0,18.0,2,600.64,12.0,3,1,0.04,1.2307692307692308,0.0
61.0,1,23.0,2.0,3.0,22.0,0,290.54,18.0,3,1,0.1304347826086956,0.1052631578947368,1.0
62.0,0,26.0,29.0,5.0,3.0,2,779.0,23.0,12,1,0.1923076923076923,1.2083333333333333,1.0
29.0,1,52.0,10.0,5.0,11.0,2,913.66,24.0,3,2,0.0961538461538461,0.4,1.0
56.0,0,17.0,2.0,10.0,3.0,2,191.0,4.0,3,1,0.5882352941176471,0.4,1.0
30.0,1,44.0,14.0,9.0,13.0,1,239.0,18.0,12,2,0.2045454545454545,0.7368421052631579,1.0
18.0,0,19.0,29.0,7.0,19.0,1,345.92,20.0,3,1,0.3684210526315789,1.380952380952381,1.0
44.0,0,30.0,19.0,3.0,2.0,0,749.87,15.0,3,1,0.1,1.1875,0.0
22.0,1,54.0,13.0,8.0,9.0,1,682.0,1.0,3,2,0.1481481481481481,6.5,1.0
60.0,0,38.0,24.0,8.0,1.0,1,819.0,9.0,1,2,0.2105263157894736,2.4,1.0
42.0,1,56.0,16.0,6.0,22.0,0,957.0,15.0,3,2,0.1071428571428571,1.0,1.0
47.0,1,16.0,20.0,2.0,9.0,2,979.97,11.0,3,1,0.125,1.6666666666666667,0.0
65.0,0,59.0,18.0,6.0,24.0,0,789.0,1.0,12,2,0.1016949152542373,9.0,1.0
18.0,1,47.0,9.0,1.0,4.0,1,513.37,8.0,12,2,0.0212765957446808,1.0,0.0
49.0,1,5.0,28.0,10.0,17.0,2,242.0,2.0,12,0,2.0,9.333333333333334,1.0
47.0,0,14.0,3.0,10.0,12.0,1,843.0,21.0,3,1,0.7142857142857143,0.1363636363636363,1.0
31.0,0,52.0,9.0,10.0,15.0,0,957.0,7.0,12,2,0.1923076923076923,1.125,1.0
53.0,0,46.0,12.0,6.0,28.0,2,451.81,22.0,12,2,0.1304347826086956,0.5217391304347826,1.0
56.0,0,16.0,12.0,4.0,28.0,0,960.0,22.0,1,1,0.25,0.5217391304347826,1.0
48.0,0,52.0,22.0,1.0,3.0,0,503.77,9.0,12,2,0.0192307692307692,2.2,0.0
54.0,0,7.0,27.0,8.0,6.0,0,634.0,29.0,12,0,1.1428571428571428,0.9,1.0
47.0,0,55.0,7.0,10.0,19.0,2,826.0,8.0,12,2,0.1818181818181818,0.7777777777777778,1.0
39.0,0,55.0,5.0,2.0,14.0,2,323.11,28.0,12,2,0.0363636363636363,0.1724137931034483,1.0
43.0,1,56.0,30.0,9.0,15.0,2,650.0,7.0,3,2,0.1607142857142857,3.75,1.0
63.0,1,31.0,24.0,2.0,19.0,0,461.0,11.0,3,1,0.064516129032258,2.0,1.0
42.0,0,27.0,5.0,3.0,5.0,1,564.57,15.0,3,1,0.1111111111111111,0.3125,0.0
51.0,0,5.0,24.0,3.0,6.0,0,683.0,22.0,12,0,0.6,1.0434782608695652,1.0
49.0,1,44.0,5.0,2.0,0.0,0,878.0,25.0,1,2,0.0454545454545454,0.1923076923076923,1.0
26.0,0,33.0,16.0,2.0,6.0,1,591.78,7.0,3,1,0.0606060606060606,2.0,0.0
32.0,0,42.0,30.0,5.0,11.0,0,732.86,4.0,12,2,0.119047619047619,6.0,1.0
20.0,0,46.0,15.0,6.0,0.0,2,387.63,16.0,1,2,0.1304347826086956,0.8823529411764706,1.0
47.0,1,58.0,20.0,2.0,3.0,0,861.33,18.0,12,2,0.0344827586206896,1.0526315789473684,0.0
46.0,0,6.0,4.0,5.0,5.0,2,440.0,20.0,12,0,0.8333333333333334,0.1904761904761904,1.0
43.0,0,45.0,5.0,3.0,9.0,0,955.83,3.0,12,2,0.0666666666666666,1.25,0.0
54.0,0,40.0,15.0,4.0,14.0,1,589.0,15.0,1,2,0.1,0.9375,1.0
59.0,0,48.0,15.0,8.0,14.0,0,285.0,9.0,12,2,0.1666666666666666,1.5,1.0
60.0,1,21.0,25.0,5.0,17.0,2,192.0,1.0,1,1,0.238095238095238,12.5,1.0
50.0,1,34.0,17.0,8.0,10.0,0,461.0,7.0,1,1,0.2352941176470588,2.125,1.0
37.0,1,8.0,18.0,3.0,29.0,0,264.0,4.0,1,0,0.375,3.6,1.0
51.0,0,44.0,29.0,10.0,17.0,0,175.0,28.0,1,2,0.2272727272727272,1.0,1.0
57.0,1,34.0,9.0,3.0,5.0,2,293.0,12.0,3,1,0.088235294117647,0.6923076923076923,1.0
65.0,1,56.0,9.0,4.0,26.0,1,929.0,24.0,1,2,0.0714285714285714,0.36,1.0
34.0,0,34.0,29.0,4.0,27.0,0,608.0,7.0,1,1,0.1176470588235294,3.625,1.0
26.0,0,8.0,21.0,2.0,6.0,0,504.51,9.0,3,0,0.25,2.1,0.0
20.0,0,51.0,7.0,1.0,0.0,1,549.44,14.0,3,2,0.0196078431372549,0.4666666666666667,0.0
29.0,1,60.0,23.0,0.0,2.0,0,996.47,20.0,12,2,0.0,1.0952380952380951,0.0
30.0,0,22.0,15.0,4.0,20.0,2,580.0,21.0,3,1,0.1818181818181818,0.6818181818181818,1.0
26.0,0,23.0,3.0,10.0,0.0,1,841.0,13.0,12,1,0.4347826086956521,0.2142857142857142,1.0
60.0,1,25.0,9.0,8.0,25.0,1,608.0,19.0,3,1,0.32,0.45,1.0
45.0,0,48.0,19.0,9.0,18.0,2,252.0,19.0,1,2,0.1875,0.95,1.0
25.0,1,3.0,22.0,0.0,20.0,2,734.06,2.0,12,0,0.0,7.333333333333333,0.0
33.0,0,53.0,17.0,10.0,10.0,1,971.0,7.0,12,2,0.1886792452830188,2.125,1.0
29.0,1,42.0,3.0,0.0,7.0,1,842.9,1.0,3,2,0.0,1.5,0.0
42.0,0,1.0,30.0,3.0,11.0,2,929.26,10.0,3,0,3.0,2.727272727272727,0.0
50.0,1,21.0,10.0,0.0,4.0,1,978.33,5.0,3,1,0.0,1.6666666666666667,0.0
49.0,1,19.0,15.0,1.0,3.0,1,919.66,15.0,12,1,0.0526315789473684,0.9375,0.0
48.0,0,42.0,29.0,6.0,26.0,0,200.0,7.0,12,2,0.1428571428571428,3.625,1.0
42.0,1,21.0,12.0,6.0,0.0,1,110.48,20.0,12,1,0.2857142857142857,0.5714285714285714,1.0
19.0,0,5.0,16.0,4.0,16.0,0,301.0,11.0,1,0,0.8,1.3333333333333333,1.0
48.0,0,15.0,8.0,4.0,13.0,2,267.0,24.0,12,1,0.2666666666666666,0.32,1.0
59.0,0,4.0,21.0,1.0,14.0,0,518.24,18.0,3,0,0.25,1.105263157894737,1.0
30.0,0,8.0,26.0,0.0,13.0,2,550.58,12.0,12,0,0.0,2.0,0.0
60.0,0,26.0,23.0,5.0,24.0,0,374.0,28.0,3,1,0.1923076923076923,0.7931034482758621,1.0
18.0,1,3.0,11.0,6.0,5.0,1,735.0,16.0,3,0,2.0,0.6470588235294118,1.0
40.0,0,5.0,30.0,0.0,5.0,1,624.56,11.0,3,0,0.0,2.5,0.0
41.0,0,18.0,26.0,5.0,4.0,2,124.0,26.0,3,1,0.2777777777777778,0.9629629629629628,1.0
